3232,1
-576,1
-160,1
-128,1
96,1
32,1
-96,1
64,1
160,1
-160,1
-32,1
-64,1
64,1
0,1
-96,1
128,1
32,1
-64,1
160,1
32,1
128,1
160,1
-96,1
0,1
96,1
64,2
32,1
96,1
-128,1
64,1
96,1
32,1
-128,2
0,1
32,1
96,1
-96,1
64,1
96,1
0,1
-96,1
64,1
-64,1
-192,1
-160,1
96,1
-32,1
-64,1
-32,1
-128,1
-96,1
-32,1
0,2
32,2
-64,1
-32,2
0,1
64,1
96,1
0,1
-64,1
0,2
-32,1
64,1
-32,1
96,1
0,1
96,2
-96,1
96,1
64,1
0,1
-64,1
32,1
0,2
32,1
0,2
96,1
-32,1
96,1
-64,1
32,1
-32,1
128,1
0,1
96,1
-32,1
0,1
-96,1
0,1
-32,1
32,1
-64,2
32,1
0,3
32,1
0,2
-32,1
0,1
-128,1
160,1
0,1
-64,1
96,1
-32,2
64,1
32,1
64,1
0,1
96,1
0,1
64,1
-96,1
32,1
-64,1
32,1
-32,1
96,1
-32,2
64,1
32,1
0,1
32,1
-32,1
0,1
32,1
0,1
32,1
-32,1
-128,1
32,1
96,1
-64,1
32,1
-96,1
96,1
-32,1
0,1
-32,2
64,1
0,2
64,1
128,1
-96,1
0,1
64,1
32,1
-64,1
64,1
0,1
-64,1
0,1
32,1
0,2
-32,2
64,1
32,1
0,1
64,1
-32,1
-64,1
-32,1
0,1
96,1
-32,1
0,1
-96,1
64,1
-32,1
-64,1
-32,1
0,1
-64,1
0,1
-32,1
128,1
-96,1
32,1
128,1
-128,1
-64,1
64,1
0,1
-64,1
64,1
0,1
-32,1
64,1
0,1
32,1
0,4
-32,1
32,1
0,1
-32,1
64,1
-32,1
64,1
-96,1
96,1
-64,1
64,1
-32,1
32,3
-64,1
0,2
64,1
0,3
32,1
64,1
32,1
0,1
96,1
32,1
0,1
32,1
0,1
-32,3
32,1
-32,1
0,1
32,1
0,1
32,1
0,2
-32,1
0,3
-32,1
0,3
64,1
0,1
-64,1
32,1
-32,1
96,1
32,1
64,1
-64,1
0,1
-32,1
32,1
0,1
32,1
-32,2
32,1
-64,1
-32,1
64,1
-32,1
32,1
0,1
32,1
-32,1
64,1
-64,1
-32,2
32,1
0,1
-32,1
0,1
32,1
0,6
-32,1
0,2
64,1
0,2
32,1
0,1
96,1
0,1
-128,1
0,1
-32,1
64,2
-32,2
32,1
0,2
-32,1
32,1
64,1
0,4
-32,1
32,1
-32,1
32,1
0,1
64,1
-32,1
32,1
-32,1
0,1
-32,1
64,1
-32,2
0,2
32,1
0,1
32,1
0,4
-32,1
32,1
0,1
32,1
-96,1
32,1
0,1
-32,1
0,1
32,2
64,1
-64,1
32,1
64,1
0,1
32,1
64,1
-32,1
0,1
-32,1
0,3
32,1
-32,1
0,2
-32,1
0,2
32,1
0,1
-32,1
64,1
0,1
-64,1
32,1
0,1
32,1
-32,2
32,1
0,1
-32,1
0,1
-32,1
0,1
-32,1
0,7
-32,1
0,2
32,1
-32,1
0,2
-32,1
32,1
64,1
0,1
32,1
-64,1
0,1
64,1
-96,1
32,1
96,1
0,1
-32,1
32,1
-64,1
0,1
-32,1
32,1
0,3
32,1
0,1
-32,4
0,1
-32,1
64,1
-32,2
0,5
-64,1
0,1
96,1
-64,1
-32,1
0,1
32,1
0,2
-32,1
0,4
-32,1
0,1
-32,2
0,1
32,1
0,1
32,1
-96,1
64,1
32,1
0,1
-32,1
0,1
-32,1
32,2
-32,1
32,1
64,1
0,3
-32,2
0,1
32,1
0,7
-32,1
0,2
-64,1
32,1
