7936,1
-1152,1
-512,1
32,1
-128,1
-384,1
-64,1
-96,1
32,1
-224,1
-32,1
64,1
224,1
-64,1
-32,1
-64,1
0,2
32,1
64,1
-192,1
-64,1
0,1
96,1
32,1
128,1
96,1
32,1
-160,1
-32,1
-128,1
64,1
160,1
-96,1
-128,1
32,1
-128,1
0,1
64,1
32,1
-96,1
32,1
-64,1
-32,1
-160,1
-64,1
64,1
-32,1
160,1
-64,1
224,1
128,1
-96,1
0,1
64,1
-64,1
96,1
-32,1
-160,1
64,1
-96,1
-32,1
-160,1
32,1
160,1
96,1
32,1
0,1
-32,1
160,1
-64,1
128,1
-32,1
128,3
96,1
224,1
32,1
-32,1
-96,1
-32,1
-64,1
128,1
96,1
-64,1
96,1
-64,1
96,1
32,3
-160,1
160,1
-192,1
224,1
-64,1
32,1
-32,1
0,1
64,1
-256,1
-64,1
64,1
0,1
-64,1
0,1
96,1
-128,1
-64,2
-32,1
160,1
96,1
64,1
-32,1
32,1
-64,1
64,1
0,1
32,1
64,2
-224,1
-32,1
128,1
-64,1
96,1
-32,1
64,1
128,1
-96,1
-64,2
96,1
64,2
-96,1
128,1
-96,1
0,1
96,1
-192,1
96,1
64,1
32,1
-128,1
0,1
96,1
-96,1
64,2
-128,1
-64,2
-32,1
0,1
-96,1
-32,1
32,1
0,1
32,1
-64,1
96,1
64,1
-96,1
0,1
-64,1
128,1
-32,1
-96,1
-32,1
64,1
-64,1
96,1
-160,1
-32,1
-160,1
-32,1
32,1
-32,1
64,1
-96,1
64,1
-64,1
96,1
32,1
-64,1
-160,1
-32,2
-96,1
32,1
-128,1
160,1
64,2
-96,1
64,1
-160,1
-64,1
-32,2
-64,1
-96,1
32,1
-64,1
64,2
0,2
-32,2
-64,1
32,1
64,1
32,1
-64,1
-96,1
96,1
-32,1
128,1
-32,1
-64,1
64,1
128,1
64,1
-32,1
0,1
-64,1
-32,2
-64,1
64,1
0,1
-32,1
64,1
-64,1
32,2
0,1
32,1
-64,2
128,1
64,1
-64,1
32,1
-64,1
-32,1
128,1
-64,1
96,1
64,2
32,1
0,1
-160,1
64,1
32,1
96,1
-128,1
64,2
32,2
64,1
-64,1
128,1
-32,1
64,1
-64,1
96,1
-32,1
0,1
-32,2
64,1
-64,1
32,1
-32,1
-64,1
32,3
64,1
-32,1
128,1
-64,1
0,1
96,1
-32,1
32,1
-32,2
96,2
-32,2
32,1
0,1
-64,1
0,2
-64,1
0,3
32,1
-32,1
64,1
-96,1
32,1
0,1
-32,1
-64,1
64,1
0,2
32,1
64,1
-32,2
96,1
0,1
-32,1
64,2
-64,1
64,1
128,1
-32,1
64,1
-32,1
32,1
-32,1
0,1
-96,1
128,1
-32,1
64,1
-32,2
128,1
-64,1
-32,1
64,1
-128,1
64,1
32,2
-32,1
-64,1
64,1
0,1
-32,1
-96,1
0,2
-32,2
96,1
-96,1
32,1
-96,1
-32,1
64,1
-32,1
64,1
-32,2
96,1
32,1
0,2
32,3
-64,1
32,3
0,1
32,2
0,1
-32,1
-64,1
32,1
96,1
0,1
-128,1
64,1
-64,1
-32,1
-64,1
0,1
32,2
-96,1
96,1
32,1
-64,1
0,1
64,1
32,2
-64,1
-32,1
32,2
-128,1
128,1
-32,2
-96,1
128,1
-64,1
128,1
-128,1
32,1
0,1
160,1
-128,1
96,1
-96,1
-32,1
96,1
-32,1
96,1
0,1
-32,1
-64,1
0,1
32,1
64,1
0,2
32,1
-96,1
32,1
0,1
96,1
0,1
-32,1
32,1
64,1
-96,1
160,1
-160,1
32,1
-64,1
0,1
-64,1
64,1
32,1
64,1
32,1
-96,1
0,1
-64,1
96,1
0,5
64,1
-96,1
-64,1
96,1
32,2
64,1
-64,1
-32,1
64,1
0,1
64,1
-96,1
-64,1
32,1
96,1
-32,1
32,1
0,1
64,1
-96,1
64,1
0,1
-32,1
0,1
64,1
0,1
64,1
32,1
-32,1
0,2
64,1
0,1
32,1
-64,1
96,1
0,1
-64,1
-32,1
64,1
0,1
-64,1
96,1
-96,2
0,1
-32,2
32,1
-64,1
96,1
0,1
-96,1
32,1
-96,1
32,1
128,1
-64,1
96,1
0,1
32,2
-32,1
0,1
-160,1
-64,1
64,1
-64,1
96,1
32,2
-96,1
0,3
-64,1
0,1
-96,1
128,1
-96,1
32,1
64,1
0,1
-32,1
32,1
0,1
-32,1
32,1
0,1
32,1
-32,1
-64,1
32,1
64,1
0,3
64,1
32,1
-32,1
-64,1
32,1
0,1
-64,1
0,1
160,1
-64,1
32,1
-96,1
96,1
-128,1
64,1
0,1
64,1
-32,1
32,1
-32,1
0,2
-32,1
-64,1
32,1
64,1
96,1
0,1
32,1
-64,1
32,1
-32,1
0,1
-32,2
-64,1
-32,1
64,1
32,1
0,1
32,2
0,2
64,1
-64,1
160,1
-64,2
32,1
-96,1
96,1
32,1
-32,1
96,1
0,2
-64,1
0,1
32,1
64,1
-32,2
0,1
-32,2
-64,1
0,1
-32,2
64,1
32,1
-64,2
32,2
0,1
32,1
128,1
0,1
-32,2
64,1
32,1
-64,1
-32,1
32,1
0,1
32,1
64,1
0,1
32,1
-64,1
32,1
-32,1
64,1
32,2
-32,1
32,2
-32,2
32,1
0,1
-32,1
-64,1
32,1
0,2
64,1
-64,1
