640,1
96,1
-32,1
0,1
32,1
-64,1
32,1
64,1
-32,1
32,3
-64,1
96,1
-32,2
64,1
0,5
-32,2
0,1
96,1
-32,1
32,1
0,1
-64,1
64,1
0,1
32,1
-32,1
0,6
32,1
0,1
32,1
-32,1
32,1
0,8
32,1
0,1
32,1
0,5
32,1
-32,1
0,1
EOB
0
640,1
96,1
-32,1
0,1
32,1
-64,1
32,1
64,1
-32,1
32,3
-64,1
96,1
-32,2
64,1
0,5
-32,2
0,1
96,1
-32,1
32,1
0,1
-64,1
64,1
0,1
32,1
-32,1
0,6
32,1
0,1
32,1
-32,1
32,1
0,8
32,1
0,1
32,1
0,5
32,1
-32,1
0,1
EOB
640,1
64,1
-32,1
128,1
-32,2
0,2
-64,1
32,2
-32,1
0,1
-32,1
0,1
-64,1
128,1
0,1
-64,1
0,2
32,1
-32,1
0,2
32,1
0,6
-32,1
0,2
32,1
0,3
-32,3
0,2
64,1
0,7
-32,1
0,5
-32,1
0,1
-32,2
0,2
EOB
608,1
96,1
64,1
96,2
32,1
-32,1
64,1
-32,1
0,1
32,1
0,1
32,2
-64,1
-32,1
0,1
64,1
0,1
-32,1
0,5
32,2
0,1
32,1
0,1
32,1
0,3
-32,1
32,2
0,1
32,1
-32,1
32,1
0,7
-32,1
0,1
32,1
0,4
-64,1
0,3
32,1
-32,1
0,3
EOB
896,1
96,1
32,1
-32,2
-160,1
-192,1
160,1
-64,1
-32,3
64,1
-32,1
0,2
-128,1
96,1
-64,1
0,2
-32,1
0,1
-32,1
96,1
-32,1
32,1
-32,1
0,3
-32,1
0,1
-32,1
0,4
32,1
-32,1
32,1
0,5
-32,1
0,1
-32,1
0,1
32,1
-32,1
0,3
-32,1
0,3
32,1
-32,1
0,3
EOB
960,1
-32,1
-64,2
64,1
-32,1
-64,1
0,1
-64,1
32,1
0,3
32,1
-64,1
64,1
0,1
-128,1
32,2
-32,1
0,2
-32,1
64,1
0,1
-32,1
0,3
32,1
-96,1
0,1
64,1
0,1
32,1
-32,1
32,1
-32,1
0,2
-32,1
64,1
32,1
-64,1
0,2
64,1
32,1
0,5
-32,1
0,3
32,1
-32,1
0,4
EOB
1056,1
-160,1
-96,1
-160,1
0,1
-96,1
0,1
-96,1
64,1
32,2
-64,1
64,1
-96,1
0,1
32,1
-32,1
0,1
-96,1
64,1
0,3
64,1
0,3
32,1
0,2
32,1
